"","genotype_in","popsize","genotype","media","mat","sd.ls","medianLS","Delta_LL","AvgLS","gompLoglik","gompRate","gompShape","weibLogLik","weibScale","weibShape"
"3815",3853,80,"DH502","YPD","MATalpha",10.007267928481,28.5,8.91780337529059,27.2625,-306.153956385044,0.00834413103980606,0.0718658573951102,-297.236153009754,30.4850548943911,2.91821513446432
"3816",3854,60,"DH502","YPD","MATalpha",13.1623821964242,29,2.37593644211461,28.65,-240.247509576227,0.00949361854182825,0.0576964948930442,-237.871573134113,32.320008631812,2.33400940568105
"3817",3855,30,"DH502","YPD","MATalpha",13.7022525205869,25.5,2.32643732045227,26.8,-120.902014035637,0.0134143420894154,0.0478373917745952,-118.575576715184,30.374106561453,2.12505457420156
"3818",3856,420,"DH502","YPD","MATalpha",10.6910673149062,28,26.9054143804433,28.0809523809524,-1612.78490091311,0.00654906284309212,0.0779342960926586,-1585.87948653267,31.5193958382252,2.84185243537761
"3819",3857,429,"DH502","YPD","MATalpha",13.9029871877108,31,17.2417141853136,32.1328671328671,-1744.2527620452,0.00699327393465858,0.0590345448563257,-1727.01104785989,36.2545710998116,2.49133255761423
"3820",3858,120,"DH502","YPD","MATalpha",8.97091472060513,26,9.84771502884115,26.4,-442.075862956671,0.00538738261494783,0.0962018724780786,-432.22814792783,29.48367518407,3.2024648773187
"3821",3859,200,"DH502","YPD","MATalpha",17.0072398122138,30,12.2887624171631,34.495,-850.495876742748,0.00910547925556221,0.0419307013241301,-838.207114325585,39.0781232536583,2.17224006611594
"3822",3860,30,"DH502","YPD","MATalpha",10.2969697584725,31.5,2.56418181434525,32.2,-114.390652140951,0.00343711653055341,0.0888230056709277,-111.826470326606,35.8620425190682,3.45182824770259
"3823",3861,100,"DH502","YPD","MATalpha",12.667767097335,31,2.64866555273284,31.82,-398.338901099304,0.00586748683296719,0.0677227977948069,-395.690235546571,35.6743251738672,2.69710819486689
"3824",3862,119,"KK39","YPD","MATalpha",9.12660012251689,26,14.9091137260927,27.1008403361345,-446.198944175237,0.0065459058707969,0.084106018335711,-431.289830449144,30.2431711788934,3.14979226481506
"3825",3863,140,"DH502","YPD","MATalpha",12.5364340555186,31,5.08709610118501,31.6571428571429,-555.060199298193,0.00543042038394295,0.0711063238328749,-549.973103197008,35.606496821345,2.76251194307043
"3826",3864,269,"DH502","YPD","MATalpha",9.43018689054175,25,14.5508970459939,26.0260223048327,-996.794651957886,0.00575334284331133,0.0942294682425421,-982.243754911892,29.1514587130997,3.01969385781352
"3827",3865,188,"DH502","YPD","MATalpha",13.2646336668116,29,16.8384055408209,32.2446808510638,-763.154664943914,0.00722710678527284,0.0580121440472443,-746.316259403093,36.3772165888478,2.61833304921451
"3828",3866,120,"DH502","YPD","MATalpha",9.09667960477518,17,12.1300818429354,19.3,-439.661932033317,0.0169722017580118,0.0731810006243505,-427.531850190381,21.8653247989991,2.27589154148884
"3829",3867,100,"DH502","YPD","MATalpha",12.3803363150089,28,15.2890899250455,29.4,-404.353744163257,0.0107978210168573,0.0505058988683633,-389.064654238211,33.1563963629259,2.48950171205434
"3830",3868,80,"KK19","YPD","MATa",12.3971656111336,29.5,4.93122457322625,31.1375,-318.010281225251,0.00632454346369577,0.0670634734472659,-313.079056652025,35.023877895808,2.72481774786885
"3831",3869,70,"DH502","YPD","MATalpha",7.20041406676861,18,4.61352305908079,19.2571428571429,-240.28108706359,0.0083263756728297,0.122330715736351,-235.667564004509,21.6309209578825,2.93862949305163
